poll_id,pollster,state,methodology,start_date,end_date,sample_size,party,answer,pct
45,Pew Research,Arizona,Mixed Mode,2024-05-20,2024-05-29,557,REP,Trump,54.92120434064418
46,Ipsos,New Mexico,Online Panel,2024-10-22,2024-11-02,829,IND,Trump,48.79608099348843
47,Pew Research,Georgia,Online Panel,2024-05-10,2024-05-17,783,IND,Trump,43.86814293451607
48,Pew Research,Tennessee,Mixed Mode,2024-08-14,2024-08-25,671,DEM,Trump,40.86105094756931
49,Ipsos,Montana,Online Panel,2024-03-14,2024-03-21,767,DEM,Trump,59.770354805514216
50,Gallup,Nebraska,Telephone,2024-03-31,2024-04-07,1426,REP,Trump,54.59031670354307
51,Ipsos,West Virginia,Online Panel,2024-03-30,2024-04-10,1334,DEM,Trump,53.962292205542326
52,YouGov,Alabama,Mixed Mode,2024-03-12,2024-03-13,1348,IND,Trump,47.412336892448366
53,Pew Research,Washington,Telephone,2024-05-16,2024-05-25,1366,DEM,Trump,53.18347851280123
54,Pew Research,Kentucky,Online Panel,2024-08-19,2024-08-28,707,IND,Trump,44.761280878446996
55,Gallup,Utah,Mixed Mode,2024-10-21,2024-10-24,784,REP,Trump,56.278505749069154
56,Ipsos,Wyoming,Online Panel,2024-07-14,2024-07-23,1057,REP,Trump,44.92581581231207
57,YouGov,Delaware,Online Panel,2024-04-06,2024-04-13,1081,REP,Trump,40.798620083369315
58,YouGov,Illinois,Mixed Mode,2024-06-05,2024-06-16,1327,REP,Trump,52.59074453730136
59,Pew Research,Rhode Island,Online Panel,2024-04-17,2024-04-18,590,REP,Trump,47.74893464986235
60,Pew Research,New Hampshire,Online Panel,2024-10-03,2024-10-09,616,IND,Trump,46.769876345060766
61,Gallup,Maryland,Mixed Mode,2024-08-07,2024-08-10,1497,DEM,Trump,49.310225220397115
62,YouGov,Tennessee,Telephone,2024-07-30,2024-08-01,1017,DEM,Trump,51.184142981655896
63,Gallup,Louisiana,Telephone,2024-07-03,2024-07-13,531,DEM,Trump,55.60415272600949
64,Gallup,Utah,Telephone,2024-10-06,2024-10-14,771,REP,Trump,40.08801694493741
65,Gallup,Wisconsin,Mixed Mode,2024-03-30,2024-04-11,913,REP,Trump,41.25094944611192
66,Ipsos,Indiana,Mixed Mode,2024-08-11,2024-08-16,642,DEM,Trump,41.86466367915273
67,Pew Research,Massachusetts,Online Panel,2024-07-27,2024-08-01,1424,IND,Trump,55.484499940648675
68,Ipsos,Washington,Mixed Mode,2024-05-13,2024-05-16,1000,DEM,Trump,56.434090989641845
69,Pew Research,Maryland,Telephone,2024-02-06,2024-02-15,569,DEM,Trump,58.190409052185714
70,YouGov,North Carolina,Telephone,2024-09-08,2024-09-15,1019,REP,Trump,46.571747115813196
71,Pew Research,Hawaii,Mixed Mode,2024-07-04,2024-07-10,629,IND,Trump,41.42823382746428
72,Ipsos,Iowa,Telephone,2024-01-01,2024-01-12,1299,IND,Trump,44.848633985966444
73,Pew Research,Hawaii,Telephone,2024-09-19,2024-09-24,553,REP,Trump,47.86717657931149
74,Gallup,Mississippi,Mixed Mode,2024-09-19,2024-09-25,684,REP,Trump,47.54356127232313
75,Gallup,Iowa,Telephone,2024-07-18,2024-07-19,682,IND,Trump,57.10194235201925
76,YouGov,Ohio,Mixed Mode,2024-10-17,2024-10-26,550,REP,Trump,53.6361995479092
77,Pew Research,Alaska,Mixed Mode,2024-05-25,2024-06-01,824,DEM,Trump,48.29777085222304
78,Pew Research,North Carolina,Telephone,2024-03-25,2024-04-01,656,DEM,Trump,54.06502062920481
79,YouGov,Minnesota,Mixed Mode,2024-02-12,2024-02-25,1283,IND,Trump,45.63546039164066
80,Ipsos,Utah,Telephone,2024-10-13,2024-10-20,935,REP,Trump,51.80747034959495
81,Pew Research,Nebraska,Mixed Mode,2024-07-17,2024-07-20,673,IND,Trump,46.92617458291352
82,Pew Research,Florida,Telephone,2024-04-24,2024-05-08,1286,REP,Trump,48.91948401927948
83,YouGov,Nebraska,Mixed Mode,2024-10-11,2024-10-20,958,DEM,Trump,54.34215217363089
84,Ipsos,Alaska,Mixed Mode,2024-04-26,2024-05-05,1447,DEM,Trump,44.621908981353045
85,Ipsos,Maine,Online Panel,2024-09-23,2024-10-03,600,REP,Trump,44.085965058766305
86,Gallup,Colorado,Online Panel,2024-05-31,2024-06-08,674,REP,Trump,46.10636242199689
87,YouGov,North Carolina,Mixed Mode,2024-07-09,2024-07-13,862,DEM,Trump,47.135648084804416
88,YouGov,Alabama,Online Panel,2024-05-30,2024-06-05,1194,REP,Trump,54.455687599256635
89,Gallup,Nebraska,Mixed Mode,2024-01-09,2024-01-11,1289,REP,Trump,40.48100647050887
90,Ipsos,New Hampshire,Mixed Mode,2024-05-12,2024-05-16,514,IND,Trump,58.780281534418464
91,YouGov,Nebraska,Online Panel,2024-07-17,2024-07-31,606,DEM,Trump,47.40181921981275
92,Ipsos,Utah,Mixed Mode,2024-06-27,2024-06-30,1204,IND,Trump,50.87170568294823
93,Ipsos,Idaho,Mixed Mode,2024-10-23,2024-10-29,812,DEM,Trump,54.87658069934696
94,YouGov,Mississippi,Mixed Mode,2024-09-19,2024-09-30,1417,IND,Trump,40.536997532472014
95,YouGov,Ohio,Mixed Mode,2024-09-10,2024-09-21,1052,DEM,Trump,57.84556458238512
96,Ipsos,Iowa,Online Panel,2024-02-26,2024-02-27,565,IND,Trump,45.588893266394734
97,YouGov,Nebraska,Mixed Mode,2024-06-11,2024-06-16,675,REP,Trump,47.75247533340007
98,YouGov,Rhode Island,Mixed Mode,2024-09-25,2024-10-01,1055,DEM,Trump,42.06265949644148
99,Ipsos,Louisiana,Mixed Mode,2024-09-10,2024-09-16,1318,DEM,Trump,57.40682391449809
100,Ipsos,Alabama,Telephone,2024-08-05,2024-08-18,759,DEM,Trump,45.261943247169256
101,Gallup,Delaware,Telephone,2024-01-31,2024-02-02,1076,IND,Trump,44.66553564649075
102,Gallup,Michigan,Online Panel,2024-03-09,2024-03-17,789,IND,Trump,54.708450278267264
103,Gallup,Oklahoma,Telephone,2024-04-05,2024-04-15,672,REP,Trump,51.72643358819187
104,Gallup,Oklahoma,Mixed Mode,2024-08-15,2024-08-28,809,DEM,Trump,52.10526655893773
105,Pew Research,Vermont,Mixed Mode,2024-07-27,2024-08-09,574,REP,Trump,41.95716652087867
106,Pew Research,Iowa,Mixed Mode,2024-08-18,2024-08-19,667,REP,Trump,49.134336933493614
107,Gallup,Mississippi,Online Panel,2024-09-06,2024-09-17,647,REP,Trump,40.8023983752355
108,Ipsos,Florida,Mixed Mode,2024-05-23,2024-06-05,1268,IND,Trump,51.25591813586652
109,Pew Research,Louisiana,Telephone,2024-09-09,2024-09-11,1184,REP,Trump,56.45662359427661
110,Gallup,Indiana,Online Panel,2024-06-10,2024-06-19,1442,DEM,Trump,44.81298435945064
111,Ipsos,Oregon,Online Panel,2024-01-12,2024-01-25,1478,DEM,Trump,56.52795675676316
112,YouGov,Vermont,Telephone,2024-02-09,2024-02-10,1115,IND,Trump,48.435122040100396
113,Ipsos,Hawaii,Telephone,2024-01-18,2024-01-24,1325,DEM,Trump,51.64138754364103
114,YouGov,Georgia,Mixed Mode,2024-01-30,2024-02-08,862,IND,Trump,51.570780612528324
115,Pew Research,Kentucky,Telephone,2024-06-20,2024-06-21,1279,DEM,Trump,58.85447186883539
116,YouGov,Ohio,Online Panel,2024-03-16,2024-03-27,641,REP,Trump,40.06422420963645
117,Gallup,Hawaii,Mixed Mode,2024-08-18,2024-08-22,1498,REP,Trump,46.58651954960078
118,Pew Research,Colorado,Mixed Mode,2024-05-21,2024-05-22,1270,REP,Trump,52.15154320932925
119,Pew Research,Nevada,Mixed Mode,2024-09-06,2024-09-16,1477,DEM,Trump,51.485406258143485
120,Ipsos,West Virginia,Online Panel,2024-04-28,2024-05-02,775,DEM,Trump,57.36588764935732
121,Pew Research,Maine,Mixed Mode,2024-02-14,2024-02-24,750,IND,Trump,55.43254470452666
122,YouGov,Arkansas,Mixed Mode,2024-06-23,2024-07-01,1471,REP,Trump,53.92932857386768
123,Ipsos,Michigan,Online Panel,2024-06-08,2024-06-12,746,DEM,Trump,50.83721450995654
124,Ipsos,Kansas,Online Panel,2024-07-02,2024-07-11,896,DEM,Trump,54.922802480868995
125,YouGov,Michigan,Telephone,2024-03-31,2024-04-07,1100,IND,Trump,56.11572445370257
126,Ipsos,Wisconsin,Online Panel,2024-08-01,2024-08-10,743,DEM,Trump,50.67017345223576
127,YouGov,Michigan,Online Panel,2024-04-30,2024-05-13,779,IND,Trump,45.24637411814183
128,Gallup,Idaho,Mixed Mode,2024-09-15,2024-09-26,813,DEM,Trump,55.7562407432124
129,Ipsos,Washington,Online Panel,2024-02-06,2024-02-18,574,DEM,Trump,53.82741634733975
130,Ipsos,Wisconsin,Telephone,2024-04-26,2024-05-04,515,DEM,Trump,50.25861079804599
131,Gallup,Michigan,Mixed Mode,2024-04-07,2024-04-18,863,IND,Trump,46.81715062819421
132,Pew Research,Minnesota,Telephone,2024-03-09,2024-03-23,1211,DEM,Trump,40.96023690421134
133,Ipsos,New Jersey,Mixed Mode,2024-01-20,2024-01-25,1351,REP,Trump,49.10450906958431
134,Pew Research,New Jersey,Telephone,2024-08-06,2024-08-13,1128,DEM,Trump,54.46418379433453
135,YouGov,Alabama,Online Panel,2024-02-04,2024-02-15,572,REP,Trump,52.93053922243416
136,YouGov,Tennessee,Mixed Mode,2024-05-11,2024-05-19,667,REP,Trump,55.662158164195716
137,YouGov,Washington,Mixed Mode,2024-04-13,2024-04-19,1495,IND,Trump,54.02158183045685
138,Ipsos,Ohio,Online Panel,2024-10-13,2024-10-21,577,DEM,Trump,53.90291259158403
139,Ipsos,Tennessee,Online Panel,2024-03-08,2024-03-12,1075,REP,Trump,59.99918092042208
140,Pew Research,New York,Mixed Mode,2024-10-15,2024-10-24,1459,IND,Trump,46.62886997219175
141,YouGov,Iowa,Telephone,2024-10-24,2024-10-28,1080,REP,Trump,42.012712145224214
142,YouGov,Hawaii,Mixed Mode,2024-01-18,2024-02-01,661,DEM,Trump,44.55188573803753
143,Ipsos,Montana,Telephone,2024-05-12,2024-05-16,727,REP,Trump,52.11520803626627
144,Gallup,Connecticut,Mixed Mode,2024-06-20,2024-06-28,1445,IND,Trump,53.28240728005767
145,Pew Research,Washington,Telephone,2024-04-19,2024-04-24,833,REP,Trump,58.92622044775635
146,Ipsos,Arkansas,Mixed Mode,2024-08-07,2024-08-16,587,REP,Trump,48.55743910651654
147,Pew Research,Tennessee,Mixed Mode,2024-05-22,2024-05-25,1240,DEM,Trump,44.080349053256214
148,YouGov,Alabama,Telephone,2024-09-19,2024-09-22,981,DEM,Trump,51.102932365611196
149,Ipsos,Delaware,Telephone,2024-04-14,2024-04-20,1457,DEM,Trump,55.99104764405638
150,Ipsos,Nevada,Mixed Mode,2024-09-04,2024-09-07,889,DEM,Trump,58.31924179568887
151,Pew Research,California,Mixed Mode,2024-02-25,2024-02-28,726,IND,Trump,50.99133802112192
152,Ipsos,Texas,Telephone,2024-01-31,2024-02-12,1161,REP,Trump,40.86140257772058
153,YouGov,Missouri,Telephone,2024-10-23,2024-10-28,651,IND,Trump,42.476428309455514
154,YouGov,Ohio,Telephone,2024-03-16,2024-03-18,1312,DEM,Trump,52.70528164692223
155,Ipsos,Massachusetts,Telephone,2024-05-26,2024-06-08,1483,REP,Trump,52.382304086349905
156,Ipsos,Delaware,Online Panel,2024-04-07,2024-04-17,1171,REP,Trump,54.231430725194514
157,YouGov,Idaho,Online Panel,2024-06-13,2024-06-16,605,REP,Trump,46.570896613411605
158,Pew Research,Louisiana,Online Panel,2024-01-16,2024-01-21,1496,DEM,Trump,53.25967509299517
159,Gallup,Hawaii,Telephone,2024-04-25,2024-05-08,984,REP,Trump,58.3405797323212
160,Gallup,New York,Online Panel,2024-07-07,2024-07-08,1146,REP,Trump,43.558912593871355
161,Pew Research,Vermont,Mixed Mode,2024-03-23,2024-03-25,777,DEM,Trump,43.040186604484916
162,Ipsos,West Virginia,Mixed Mode,2024-08-31,2024-09-08,980,REP,Trump,56.94686236791313
163,YouGov,Minnesota,Mixed Mode,2024-07-26,2024-08-06,769,IND,Trump,40.4564253333956
164,Gallup,Florida,Telephone,2024-05-23,2024-06-05,1093,DEM,Trump,53.96422861143947
165,Ipsos,Michigan,Telephone,2024-04-18,2024-05-01,1298,REP,Trump,40.241899732500315
166,YouGov,Texas,Telephone,2024-06-27,2024-07-03,801,IND,Trump,40.36210781894624
167,Gallup,Wyoming,Telephone,2024-02-16,2024-02-19,943,DEM,Trump,58.69306779932231
168,Gallup,California,Mixed Mode,2024-06-15,2024-06-17,1248,IND,Trump,50.029045129194856
169,Gallup,Connecticut,Online Panel,2024-03-01,2024-03-04,1353,REP,Trump,55.22797869518399
170,Pew Research,Wisconsin,Mixed Mode,2024-03-14,2024-03-19,1190,DEM,Trump,42.03090319875628
171,Gallup,Illinois,Mixed Mode,2024-09-01,2024-09-08,1187,REP,Trump,46.62220053374767
172,YouGov,Washington,Mixed Mode,2024-08-05,2024-08-12,505,IND,Trump,58.48277918994427
173,Pew Research,New Mexico,Telephone,2024-02-28,2024-03-12,1214,REP,Trump,53.606140171177685
174,Ipsos,Michigan,Online Panel,2024-05-09,2024-05-19,1255,DEM,Trump,59.87389808520675
175,YouGov,Kansas,Online Panel,2024-05-31,2024-06-14,733,DEM,Trump,45.67051038146019
176,Ipsos,Michigan,Mixed Mode,2024-10-16,2024-10-19,1294,IND,Trump,59.0236568916589
177,YouGov,Montana,Mixed Mode,2024-01-15,2024-01-17,847,DEM,Trump,43.8831288786605
178,YouGov,Colorado,Online Panel,2024-04-13,2024-04-21,516,REP,Trump,41.7841272149235
179,YouGov,Virginia,Mixed Mode,2024-05-12,2024-05-20,878,REP,Trump,57.27946724742651
180,Gallup,Nebraska,Telephone,2024-07-30,2024-08-01,844,REP,Trump,47.02391648199409
181,Pew Research,Delaware,Mixed Mode,2024-06-24,2024-07-05,714,DEM,Trump,45.34636227879673
182,Pew Research,South Dakota,Telephone,2024-06-24,2024-07-07,879,REP,Trump,41.845668042078614
183,Ipsos,Nebraska,Online Panel,2024-04-14,2024-04-20,1142,DEM,Trump,54.61214253678918
184,Ipsos,Mississippi,Telephone,2024-08-29,2024-09-07,617,DEM,Trump,52.912757718004286
185,Gallup,New York,Online Panel,2024-08-12,2024-08-19,1310,IND,Trump,57.25718762725592
186,Ipsos,Ohio,Telephone,2024-02-08,2024-02-14,1400,REP,Trump,44.105795565992594
187,Pew Research,Alabama,Telephone,2024-09-12,2024-09-17,624,IND,Trump,55.318184522911906
188,Pew Research,Missouri,Mixed Mode,2024-09-15,2024-09-28,875,IND,Trump,57.73979315534234
189,Pew Research,Vermont,Mixed Mode,2024-02-21,2024-02-27,553,REP,Trump,40.69755185395479
190,YouGov,Minnesota,Mixed Mode,2024-03-15,2024-03-25,882,DEM,Trump,58.389133964665234
191,YouGov,Pennsylvania,Telephone,2024-06-24,2024-07-06,1322,DEM,Trump,55.05313038825989
192,Ipsos,Texas,Telephone,2024-05-15,2024-05-29,625,REP,Trump,50.11349545326084
193,Gallup,North Dakota,Telephone,2024-05-01,2024-05-13,1358,DEM,Trump,54.32622458785772
194,YouGov,North Dakota,Online Panel,2024-10-26,2024-10-31,1401,DEM,Trump,54.88000598736107
195,YouGov,Connecticut,Online Panel,2024-03-01,2024-03-06,1324,REP,Trump,48.14767686650157
196,YouGov,New Hampshire,Mixed Mode,2024-08-21,2024-09-01,1197,IND,Trump,50.90765380766243
197,Gallup,Alaska,Telephone,2024-06-02,2024-06-15,1492,DEM,Trump,49.50121724046767
198,Gallup,Maine,Telephone,2024-08-30,2024-09-08,647,DEM,Trump,44.364224476739764
199,Pew Research,Minnesota,Online Panel,2024-07-01,2024-07-14,644,REP,Trump,52.924687531776726
200,Ipsos,Wyoming,Online Panel,2024-08-11,2024-08-17,949,IND,Trump,41.59799940418452
201,Ipsos,Minnesota,Mixed Mode,2024-01-23,2024-01-24,872,IND,Trump,40.551951634697616
202,YouGov,North Dakota,Mixed Mode,2024-08-30,2024-09-10,861,REP,Trump,43.396946750581264
203,YouGov,West Virginia,Mixed Mode,2024-04-17,2024-04-29,786,IND,Trump,47.73312728386372
204,Gallup,Alabama,Online Panel,2024-09-16,2024-09-26,1085,REP,Trump,44.176216116175056
205,Ipsos,West Virginia,Mixed Mode,2024-10-07,2024-10-10,1499,IND,Trump,54.54368233680725
206,YouGov,Minnesota,Online Panel,2024-09-04,2024-09-05,599,REP,Trump,57.72628021426499
207,Gallup,Wyoming,Mixed Mode,2024-07-16,2024-07-19,690,REP,Trump,45.54954806808382
208,Ipsos,Idaho,Online Panel,2024-05-28,2024-06-10,1333,REP,Trump,40.88900849223137
209,Ipsos,Nebraska,Online Panel,2024-01-04,2024-01-16,1245,DEM,Trump,52.367009995505214
210,Ipsos,Iowa,Telephone,2024-03-25,2024-04-02,1030,DEM,Trump,51.56598358415067
211,YouGov,Mississippi,Mixed Mode,2024-09-02,2024-09-16,1218,REP,Trump,54.85373462084681
212,Pew Research,North Dakota,Telephone,2024-04-30,2024-05-13,640,DEM,Trump,40.40268165525049
213,Ipsos,Wisconsin,Mixed Mode,2024-02-10,2024-02-14,1149,DEM,Trump,55.99504314828664
214,YouGov,Maryland,Telephone,2024-08-28,2024-09-11,604,REP,Trump,56.62842273246497
215,Pew Research,Nebraska,Online Panel,2024-09-23,2024-09-30,557,REP,Trump,46.21628244407475
216,YouGov,New Mexico,Online Panel,2024-10-04,2024-10-15,1018,REP,Trump,54.49793422129005
217,Ipsos,Mississippi,Telephone,2024-07-24,2024-08-07,792,DEM,Trump,46.34274719282985
218,YouGov,Virginia,Telephone,2024-05-15,2024-05-26,722,REP,Trump,51.78123858291656
219,Ipsos,Vermont,Online Panel,2024-09-03,2024-09-08,914,REP,Trump,42.44091106578708
220,Ipsos,North Dakota,Mixed Mode,2024-06-10,2024-06-12,626,DEM,Trump,45.488102794624865
221,YouGov,Minnesota,Online Panel,2024-08-01,2024-08-09,558,REP,Trump,56.955716693773866
222,YouGov,Kentucky,Mixed Mode,2024-05-31,2024-06-13,1118,REP,Trump,48.95282416604459
223,Pew Research,South Carolina,Online Panel,2024-07-12,2024-07-15,647,REP,Trump,51.56744712498039
224,Ipsos,Maryland,Telephone,2024-02-27,2024-03-10,1434,IND,Trump,55.87369848508388
225,Gallup,Rhode Island,Online Panel,2024-07-23,2024-07-27,669,DEM,Trump,52.25344412494451
226,YouGov,Mississippi,Mixed Mode,2024-04-27,2024-05-07,1484,REP,Trump,44.49158635921776
227,YouGov,Arkansas,Online Panel,2024-04-04,2024-04-16,781,REP,Trump,42.23620872478932
228,Pew Research,Montana,Online Panel,2024-02-26,2024-03-04,1034,DEM,Trump,57.22990948706865
229,Gallup,New York,Mixed Mode,2024-01-15,2024-01-17,1265,IND,Trump,45.54806344676763
230,Gallup,Rhode Island,Online Panel,2024-06-28,2024-07-07,1127,DEM,Trump,53.45338037703186
231,Gallup,South Carolina,Online Panel,2024-09-03,2024-09-09,682,DEM,Trump,54.69741416629404
232,Ipsos,Alabama,Mixed Mode,2024-09-27,2024-09-30,1012,DEM,Trump,52.385590239427984
233,Pew Research,Nevada,Telephone,2024-03-16,2024-03-26,651,DEM,Trump,40.9492241917178
234,YouGov,Louisiana,Online Panel,2024-08-13,2024-08-26,1070,IND,Trump,43.10799642466009
235,Pew Research,California,Mixed Mode,2024-08-02,2024-08-07,640,IND,Trump,41.052247188054025
236,Ipsos,South Carolina,Online Panel,2024-07-26,2024-07-27,566,IND,Trump,40.30292721930891
237,Gallup,Colorado,Online Panel,2024-07-23,2024-08-03,1361,DEM,Trump,57.745065041817725
238,Pew Research,Iowa,Online Panel,2024-02-14,2024-02-17,1337,REP,Trump,55.77805671375245
239,Ipsos,Oklahoma,Online Panel,2024-01-22,2024-01-23,1070,REP,Trump,40.146793965250254
240,Ipsos,Kansas,Online Panel,2024-02-03,2024-02-15,1085,DEM,Trump,43.40944880153984
241,Gallup,Tennessee,Mixed Mode,2024-04-15,2024-04-25,1352,DEM,Trump,57.80749328434467
242,YouGov,Montana,Online Panel,2024-05-16,2024-05-19,927,IND,Trump,47.63445807155222
243,Gallup,Georgia,Telephone,2024-09-20,2024-09-21,544,IND,Trump,44.508767179213464
244,YouGov,Hawaii,Telephone,2024-01-27,2024-02-04,915,REP,Trump,46.60575918853283
245,Pew Research,Kentucky,Mixed Mode,2024-04-16,2024-04-29,1059,DEM,Trump,44.537645294331014
246,Pew Research,Indiana,Online Panel,2024-09-06,2024-09-18,1269,DEM,Trump,42.879322823137045
247,Pew Research,New Hampshire,Online Panel,2024-02-28,2024-03-12,984,REP,Trump,51.59377831965685
248,Gallup,Minnesota,Mixed Mode,2024-07-23,2024-07-27,1384,IND,Trump,49.84726024791598
249,YouGov,Georgia,Telephone,2024-02-20,2024-02-28,694,DEM,Trump,54.15567727293819
250,YouGov,Kentucky,Mixed Mode,2024-03-02,2024-03-09,868,DEM,Trump,48.97561453282833
251,Ipsos,New York,Telephone,2024-02-25,2024-03-01,530,IND,Trump,47.358863558620214
252,Ipsos,Colorado,Online Panel,2024-01-18,2024-01-26,648,REP,Trump,53.13119353726506
253,Ipsos,Illinois,Online Panel,2024-05-31,2024-06-12,739,DEM,Trump,42.30929488316178
254,YouGov,Louisiana,Mixed Mode,2024-07-06,2024-07-17,935,DEM,Trump,47.67391691915691
255,YouGov,Florida,Telephone,2024-04-01,2024-04-08,781,REP,Trump,52.68953506834805
256,Gallup,Montana,Online Panel,2024-09-07,2024-09-08,929,IND,Trump,44.753094390034676
257,Pew Research,Connecticut,Online Panel,2024-02-26,2024-03-11,1306,REP,Trump,56.1147698527202
258,Pew Research,Pennsylvania,Telephone,2024-06-06,2024-06-08,512,REP,Trump,41.95734694600105
259,Gallup,Nevada,Online Panel,2024-07-09,2024-07-17,759,REP,Trump,50.46765920240432
260,Ipsos,Mississippi,Telephone,2024-10-05,2024-10-18,973,REP,Trump,41.26954339444637
261,Ipsos,Arizona,Telephone,2024-03-04,2024-03-17,984,REP,Trump,54.33784508612007
262,Pew Research,Montana,Telephone,2024-01-21,2024-01-26,855,REP,Trump,48.53943877853453
263,Ipsos,North Dakota,Online Panel,2024-07-07,2024-07-09,1018,DEM,Trump,55.6523795099929
264,Pew Research,Tennessee,Telephone,2024-06-12,2024-06-17,991,IND,Trump,57.382858847267926
265,Pew Research,Hawaii,Online Panel,2024-04-20,2024-05-04,687,DEM,Trump,48.96390471607447
266,YouGov,New York,Telephone,2024-09-23,2024-10-07,931,IND,Trump,47.01103746891022
267,YouGov,Illinois,Mixed Mode,2024-05-15,2024-05-21,1263,DEM,Trump,45.47470162156969
268,Pew Research,Arkansas,Telephone,2024-06-27,2024-07-04,1194,DEM,Trump,54.958311496302485
269,Ipsos,Wyoming,Telephone,2024-06-04,2024-06-08,1045,DEM,Trump,59.01524142827839
270,YouGov,Connecticut,Mixed Mode,2024-04-07,2024-04-08,1146,IND,Trump,48.21299725677818
271,YouGov,Nebraska,Mixed Mode,2024-05-18,2024-05-27,625,REP,Trump,42.031724816188216
272,Ipsos,Alabama,Online Panel,2024-03-23,2024-03-31,880,DEM,Trump,55.658734273165464
