"poll_id","pollster","state","methodology","start_date","end_date","sample_size","party","answer","pct"
65,"YouGov","New York","Online",2023-10-14,2023-06-05,558,"Democrat","Candidate A",58.1589280162007
66,"YouGov","California","Mixed",2023-08-10,2023-04-30,1316,"Republican","Candidate A",51.3888654951006
67,"YouGov","California","Telephone",2023-03-14,2023-12-11,1402,"Republican","Candidate A",50.9656114783138
68,"YouGov","Florida","Online",2023-10-19,2023-03-09,560,"Republican","Candidate B",42.3365524504334
69,"YouGov","New York","Telephone",2023-08-14,2023-04-21,921,"Democrat","Candidate B",55.2405666466802
70,"YouGov","California","Online",2023-10-05,2023-05-15,607,"Democrat","Candidate B",49.5673889340833
71,"YouGov","Florida","Mixed",2023-06-21,2023-02-06,791,"Democrat","Candidate B",55.6393782934174
72,"YouGov","Pennsylvania","Mixed",2023-10-24,2023-02-25,872,"Democrat","Candidate B",40.920530972071
73,"YouGov","Florida","Online",2023-12-14,2023-08-29,1034,"Democrat","Candidate B",56.3968933559954
74,"YouGov","Texas","Telephone",2023-04-03,2023-05-01,614,"Democrat","Candidate B",45.3881689487025
75,"YouGov","Pennsylvania","Mixed",2023-05-05,2023-12-17,1429,"Republican","Candidate B",45.6570082902908
76,"YouGov","Pennsylvania","Online",2023-10-26,2023-11-01,1099,"Republican","Candidate A",52.8644311893731
77,"YouGov","Florida","Mixed",2023-02-08,2023-01-11,1143,"Republican","Candidate A",58.9623767556623
78,"YouGov","Texas","Telephone",2023-08-25,2023-06-03,1449,"Republican","Candidate B",40.1399690890685
79,"YouGov","Texas","Online",2023-06-14,2023-04-11,912,"Democrat","Candidate B",47.0323534402996
80,"YouGov","Texas","Online",2023-04-17,2023-04-16,1197,"Democrat","Candidate A",48.3809144981205
81,"YouGov","New York","Online",2023-02-02,2023-10-09,1482,"Republican","Candidate B",49.15753594134
82,"YouGov","Texas","Online",2023-03-24,2023-06-30,1262,"Democrat","Candidate A",54.2338515864685
83,"YouGov","Texas","Online",2023-12-20,2023-10-06,702,"Republican","Candidate A",58.3969611534849
84,"YouGov","New York","Mixed",2023-10-04,2023-08-30,1257,"Democrat","Candidate A",52.5422140117735
85,"YouGov","New York","Telephone",2023-07-28,2023-01-25,1492,"Democrat","Candidate A",58.0436355667189
86,"YouGov","California","Telephone",2023-03-17,2023-06-17,745,"Republican","Candidate A",55.1465831836686
87,"YouGov","Florida","Telephone",2023-04-04,2023-02-17,939,"Republican","Candidate A",42.7571673132479
88,"YouGov","Florida","Mixed",2023-10-18,2023-07-11,1446,"Republican","Candidate B",43.0650975601748
89,"YouGov","California","Online",2023-01-30,2023-02-07,1189,"Republican","Candidate B",43.8262437377125
90,"YouGov","Florida","Telephone",2023-08-05,2023-06-24,750,"Democrat","Candidate A",48.6637028120458
91,"YouGov","Pennsylvania","Telephone",2023-06-24,2023-02-24,1059,"Democrat","Candidate A",41.7443860368803
92,"YouGov","Texas","Online",2023-11-19,2023-10-31,1142,"Democrat","Candidate B",44.47560002096
93,"YouGov","Florida","Telephone",2023-04-25,2023-07-27,1044,"Republican","Candidate B",51.442973590456
94,"YouGov","Texas","Online",2023-12-04,2023-01-20,1489,"Republican","Candidate A",48.0033835675567
95,"YouGov","Pennsylvania","Online",2023-04-06,2023-07-20,661,"Democrat","Candidate A",51.3093076134101
96,"YouGov","Pennsylvania","Telephone",2023-12-24,2023-06-09,821,"Republican","Candidate A",56.5924775740132
97,"YouGov","Florida","Mixed",2023-06-19,2023-02-07,1075,"Republican","Candidate B",52.8422763897106
98,"YouGov","New York","Online",2023-04-06,2023-04-14,667,"Republican","Candidate A",47.8299750341102
99,"YouGov","New York","Mixed",2023-01-26,2023-09-02,941,"Republican","Candidate A",54.1915970947593
100,"YouGov","New York","Online",2023-08-18,2023-02-18,1287,"Republican","Candidate B",42.1764814620838
